time;tre200dx;tre200dn;tre200d0;hns000d0;rka150d0;hto000d0
20000405;-;-;-;-;-;-
20000406;-;-;-;-;-;-
20000407;-;-;-;-;-;-
20000408;-;-;-;-;-;-
20000409;-;-;-;-;-;-
20000410;-;-;-;-;-;-
20000411;-;-;-;-;-;-
20000412;-;-;-;-;-;-
20000413;-;-;-;-;-;-
20000414;-;-;-;-;-;-
20000415;-;-;-;-;-;-
20000416;-;-;-;-;-;-
20000417;-;-;-;-;-;-
20000418;-;-;-;-;-;-
20000419;-;-;-;-;-;-
20000420;-;-;-;-;-;-
20000421;-;-;-;-;-;-
20000422;-;-;-;-;-;-
20000423;-;-;-;-;-;-
20000424;-;-;-;-;-;-
20000425;-;-;-;-;-;-
20000426;-;-;-;-;-;-
20000427;-;-;-;-;-;-
20000428;-;-;-;-;-;-
20000429;-;-;-;-;-;-
20000430;-;-;-;-;-;-
20000501;-;-;-;-;-;-
20000502;-;-;-;-;-;-
20000503;-;-;-;-;-;-
20000504;-;-;-;-;-;-
20000505;-;-;-;-;-;-
20000506;-;-;-;-;-;-
20000507;-;-;-;-;-;-
20000508;-;-;-;-;-;-
20000509;-;-;-;-;-;-
20000510;-;-;-;-;-;-
20000511;-;-;-;-;-;-
20000512;-;-;-;-;-;-
20000513;-;-;-;-;-;-
20000514;-;-;-;-;-;-
20000515;-;-;-;-;-;-
20000516;-;-;-;-;-;-
20000517;-;-;-;-;-;-
20000518;-;-;-;-;-;-
20000519;-;-;-;-;-;-
20000520;-;-;-;-;-;-
20000521;-;-;-;-;-;-
20000522;-;-;-;-;-;-
20000523;-;-;-;-;-;-
20000524;-;-;-;-;-;-
20000525;-;-;-;-;-;-
20000526;-;-;-;-;-;-
20000527;-;-;-;-;-;-
20000528;-;-;-;-;-;-
20000529;-;-;-;-;-;-
20000530;-;-;-;-;-;-
20000531;-;-;-;-;-;-
20000601;-;-;-;-;-;-
20000602;-;-;-;-;-;-
20000603;-;-;-;-;-;-
20000604;-;-;-;-;-;-
20000605;-;-;-;-;-;-
20000606;-;-;-;-;-;-
20000607;-;-;-;-;-;-
20000608;-;-;-;-;-;-
20000609;-;-;-;-;-;-
20000610;-;-;-;-;-;-
20000611;-;-;-;-;-;-
20000612;-;-;-;-;-;-
20000613;-;-;-;-;-;-
20000614;-;-;-;-;-;-
20000615;-;-;-;-;-;-
20000616;-;-;-;-;-;-
20000617;-;-;-;-;-;-
20000618;-;-;-;-;-;-
20000619;-;-;-;-;-;-
20000620;-;-;-;-;-;-
20000621;-;-;-;-;-;-
20000622;-;-;-;-;-;-
20000623;-;-;-;-;-;-
20000624;-;-;-;-;-;-
20000625;-;-;-;-;-;-
20000626;-;-;-;-;-;-
20000627;-;-;-;-;-;-
20000628;-;-;-;-;-;-
20000629;-;-;-;-;-;-
20000630;-;-;-;-;-;-
20000701;-;-;-;-;-;-
20000702;-;-;-;-;-;-
20000703;-;-;-;-;-;-
20000704;-;-;-;-;-;-
20000705;-;-;-;-;-;-
20000706;-;-;-;-;-;-
20000707;-;-;-;-;-;-
20000708;-;-;-;-;-;-
20000709;-;-;-;-;-;-
20000710;-;-;-;-;-;-
20000711;-;-;-;-;-;-
20000712;-;-;-;-;-;-
20000713;-;-;-;-;-;-
20000714;-;-;-;-;-;-
20000715;-;-;-;-;-;-
20000716;-;-;-;-;-;-
20000717;-;-;-;-;-;-
20000718;-;-;-;-;-;-
20000719;-;-;-;-;-;-
20000720;-;-;-;-;-;-
20000721;-;-;-;-;-;-
20000722;-;-;-;-;-;-
20000723;-;-;-;-;-;-
20000724;-;-;-;-;-;-
20000725;-;-;-;-;-;-
20000726;-;-;-;-;-;-
20000727;-;-;-;-;-;-
20000728;-;-;-;-;-;-
20000729;-;-;-;-;-;-
20000730;-;-;-;-;-;-
20000731;-;-;-;-;-;-
20000801;-;-;-;-;-;-
20000802;-;-;-;-;-;-
20000803;-;-;-;-;-;-
20000804;-;-;-;-;-;-
20000805;-;-;-;-;-;-
20000806;-;-;-;-;-;-
20000807;-;-;-;-;-;-
20000808;-;-;-;-;-;-
20000809;-;-;-;-;-;-
20000810;-;-;-;-;-;-
20000811;-;-;-;-;-;-
20000812;-;-;-;-;-;-
20000813;-;-;-;-;-;-
20000814;-;-;-;-;-;-
20000815;-;-;-;-;-;-
20000816;-;-;-;-;-;-
20000817;-;-;-;-;-;-
20000818;-;-;-;-;-;-
20000819;-;-;-;-;-;-
20000820;-;-;-;-;-;-
20000821;-;-;-;-;-;-
20000822;-;-;-;-;-;-
20000823;-;-;-;-;-;-
20000824;-;-;-;-;-;-
20000825;-;-;-;-;-;-
20000826;-;-;-;-;-;-
20000827;-;-;-;-;-;-
20000828;-;-;-;-;-;-
20000829;-;-;-;-;-;-
20000830;-;-;-;-;-;-
20000831;-;-;-;-;-;-
20000901;-;-;-;-;-;-
20000902;-;-;-;-;-;-
20000903;-;-;-;-;-;-
20000904;-;-;-;-;-;-
20000905;-;-;-;-;-;-
20000906;-;-;-;-;-;-
20000907;-;-;-;-;-;-
20000908;-;-;-;-;-;-
20000909;-;-;-;-;-;-
20000910;-;-;-;-;-;-
20000911;-;-;-;-;-;-
20000912;-;-;-;-;-;-
20000913;-;-;-;-;-;-
20000914;-;-;-;-;-;-
20000915;-;-;-;-;-;-
20000916;-;-;-;-;-;-
20000917;-;-;-;-;-;-
20000918;-;-;-;-;-;-
20000919;-;-;-;-;-;-
20000920;-;-;-;-;-;-
20000921;-;-;-;-;-;-
20000922;-;-;-;-;-;-
20000923;-;-;-;-;-;-
20000924;-;-;-;-;-;-
20000925;-;-;-;-;-;-
20000926;-;-;-;-;-;-
20000927;-;-;-;-;-;-
20000928;-;-;-;-;-;-
20000929;-;-;-;-;-;-
20000930;-;-;-;-;-;-
20001001;-;-;-;-;-;-
20001002;-;-;-;-;-;-
20001003;-;-;-;-;-;-
20001004;-;-;-;-;-;-
20001005;-;-;-;-;-;-
20001006;-;-;-;-;-;-
20001007;-;-;-;-;-;-
20001008;-;-;-;-;-;-
20001009;-;-;-;-;-;-
20001010;-;-;-;-;-;-
20001011;-;-;-;-;-;-
20001012;-;-;-;-;-;-
20001013;-;-;-;-;-;-
20001014;-;-;-;-;-;-
20001015;-;-;-;-;-;-
20001016;-;-;-;-;-;-
20001017;-;-;-;-;-;-
20001018;-;-;-;-;-;-
20001019;-;-;-;-;-;-
20001020;-;-;-;-;-;-
20001021;-;-;-;-;-;-
20001022;-;-;-;-;-;-
20001023;-;-;-;-;-;-
20001024;-;-;-;-;-;-
20001025;-;-;-;-;-;-
20001026;-;-;-;-;-;-
20001027;-;-;-;-;-;-
20001028;-;-;-;-;-;-
20001029;-;-;-;-;-;-
20001030;-;-;-;-;-;-
20001031;-;-;-;-;-;-
20001101;-;-;-;-;-;-
20001102;-;-;-;-;-;-
20001103;-;-;-;-;-;-
20001104;-;-;-;-;-;-
20001105;-;-;-;-;-;-
20001106;-;-;-;-;-;-
20001107;-;-;-;-;-;-
20001108;-;-;-;-;-;-
20001109;-;-;-;-;-;-
20001110;-;-;-;-;-;-
20001111;-;-;-;-;-;-
20001112;-;-;-;-;-;-
20001113;-;-;-;-;-;-
20001114;-;-;-;-;-;-
20001115;-;-;-;-;-;-
20001116;-;-;-;-;-;-
20001117;-;-;-;-;-;-
20001118;-;-;-;-;-;-
20001119;-;-;-;-;-;-
20001120;-;-;-;-;-;-
20001121;-;-;-;-;-;-
20001122;-;-;-;-;-;-
20001123;-;-;-;-;-;-
20001124;-;-;-;-;-;-
20001125;-;-;-;-;-;-
20001126;-;-;-;-;-;-
20001127;-;-;-;-;-;-
20001128;-;-;-;-;-;-
20001129;-;-;-;-;-;-
20001130;-;-;-;-;-;-
20001201;-;-;-;-;-;-
20001202;-;-;-;-;-;-
20001203;-;-;-;-;-;-
20001204;-;-;-;-;-;-
20001205;-;-;-;-;-;-
20001206;-;-;-;-;-;-
20001207;-;-;-;-;-;-
20001208;-;-;-;-;-;-
20001209;-;-;-;-;-;-
20001210;-;-;-;-;-;-
20001211;-;-;-;-;-;-
20001212;-;-;-;-;-;-
20001213;-;-;-;-;-;-
20001214;-;-;-;-;-;-
20001215;-;-;-;-;-;-
20001216;-;-;-;-;-;-
20001217;-;-;-;-;-;-
20001218;-;-;-;-;-;-
20001219;-;-;-;-;-;-
20001220;-;-;-;-;-;-
20001221;-;-;-;-;-;-
20001222;-;-;-;-;-;-
20001223;-;-;-;-;-;-
20001224;-;-;-;-;-;-
20001225;-;-;-;-;-;-
20001226;-;-;-;-;-;-
20001227;-;-;-;-;-;-
20001228;-;-;-;-;-;-
20001229;-;-;-;-;-;-
20001230;-;-;-;-;-;-
20001231;-;-;-;-;-;-
20010101;-;-;-;-;-;-
20010102;-;-;-;-;-;-
20010103;-;-;-;-;-;-
20010104;-;-;-;-;-;-
20010105;-;-;-;-;-;-
20010106;-;-;-;-;-;-
20010107;-;-;-;-;-;-
20010108;-;-;-;-;-;-
20010109;-;-;-;-;-;-
20010110;-;-;-;-;-;-
20010111;-;-;-;-;-;-
20010112;-;-;-;-;-;-
20010113;-;-;-;-;-;-
20010114;-;-;-;-;-;-
20010115;-;-;-;-;-;-
20010116;-;-;-;-;-;-
20010117;-;-;-;-;-;-
20010118;-;-;-;-;-;-
20010119;-;-;-;-;-;-
20010120;-;-;-;-;-;-
20010121;-;-;-;-;-;-
20010122;-;-;-;-;-;-
20010123;-;-;-;-;-;-
20010124;-;-;-;-;-;-
20010125;-;-;-;-;-;-
20010126;-;-;-;-;-;-
20010127;-;-;-;-;-;-
20010128;-;-;-;-;-;-
20010129;-;-;-;-;-;-
20010130;-;-;-;-;-;-
20010131;-;-;-;-;-;-
20010201;-;-;-;-;-;-
20010202;-;-;-;-;-;-
20010203;-;-;-;-;-;-
20010204;-;-;-;-;-;-
20010205;-;-;-;-;-;-
20010206;-;-;-;-;-;-
20010207;-;-;-;-;-;-
20010208;-;-;-;-;-;-
20010209;-;-;-;-;-;-
20010210;-;-;-;-;-;-
20010211;-;-;-;-;-;-
20010212;-;-;-;-;-;-
20010213;-;-;-;-;-;-
20010214;-;-;-;-;-;-
20010215;-;-;-;-;-;-
20010216;-;-;-;-;-;-
20010217;-;-;-;-;-;-
20010218;-;-;-;-;-;-
20010219;-;-;-;-;-;-
20010220;-;-;-;-;-;-
20010221;-;-;-;-;-;-
20010222;-;-;-;-;-;-
20010223;-;-;-;-;-;-
20010224;-;-;-;-;-;-
20010225;-;-;-;-;-;-
20010226;-;-;-;-;-;-
20010227;-;-;-;-;-;-
20010228;-;-;-;-;-;-
20010301;-;-;-;-;-;-
20010302;-;-;-;-;-;-
20010303;-;-;-;-;-;-
20010304;-;-;-;-;-;-
20010305;-;-;-;-;-;-
20010306;-;-;-;-;-;-
20010307;-;-;-;-;-;-
20010308;-;-;-;-;-;-
20010309;-;-;-;-;-;-
20010310;-;-;-;-;-;-
20010311;-;-;-;-;-;-
20010312;-;-;-;-;-;-
20010313;-;-;-;-;-;-
20010314;-;-;-;-;-;-
20010315;-;-;-;-;-;-
20010316;-;-;-;-;-;-
20010317;-;-;-;-;-;-
20010318;-;-;-;-;-;-
20010319;-;-;-;-;-;-
20010320;-;-;-;-;-;-
20010321;-;-;-;-;-;-
20010322;-;-;-;-;-;-
20010323;-;-;-;-;-;-
20010324;-;-;-;-;-;-
20010325;-;-;-;-;-;-
20010326;-;-;-;-;-;-
20010327;-;-;-;-;-;-
20010328;-;-;-;-;-;-
20010329;-;-;-;-;-;-
20010330;-;-;-;-;-;-
20010331;-;-;-;-;-;-
20010401;-;-;-;-;-;-
20010402;-;-;-;-;-;-
20010403;-;-;-;-;-;-
20010404;-;-;-;-;-;-
20010405;-;-;-;-;-;-
20010406;-;-;-;-;-;-
20010407;-;-;-;-;-;-
20010408;-;-;-;-;-;-
20010409;-;-;-;-;-;-
20010410;-;-;-;-;-;-
20010411;-;-;-;-;-;-
20010412;-;-;-;-;-;-
20010413;-;-;-;-;-;-
20010414;-;-;-;-;-;-
20010415;-;-;-;-;-;-
20010416;-;-;-;-;-;-
20010417;-;-;-;-;-;-
20010418;-;-;-;-;-;-
20010419;-;-;-;-;-;-
20010420;-;-;-;-;-;-
20010421;-;-;-;-;-;-
20010422;-;-;-;-;-;-
20010423;-;-;-;-;-;-
20010424;-;-;-;-;-;-
20010425;-;-;-;-;-;-
20010426;-;-;-;-;-;-
20010427;-;-;-;-;-;-
20010428;-;-;-;-;-;-
20010429;-;-;-;-;-;-
20010430;-;-;-;-;-;-
20010501;-;-;-;-;-;-
20010502;-;-;-;-;-;-
20010503;-;-;-;-;-;-
20010504;-;-;-;-;-;-
20010505;-;-;-;-;-;-
20010506;-;-;-;-;-;-
20010507;-;-;-;-;-;-
20010508;-;-;-;-;-;-
20010509;-;-;-;-;-;-
20010510;-;-;-;-;-;-
20010511;-;-;-;-;-;-
20010512;-;-;-;-;-;-
20010513;-;-;-;-;-;-
20010514;-;-;-;-;-;-
20010515;-;-;-;-;-;-
20010516;-;-;-;-;-;-
20010517;-;-;-;-;-;-
20010518;-;-;-;-;-;-
20010519;-;-;-;-;-;-
20010520;-;-;-;-;-;-
20010521;-;-;-;-;-;-
20010522;-;-;-;-;-;-
20010523;-;-;-;-;-;-
20010524;-;-;-;-;-;-
20010525;-;-;-;-;-;-
20010526;-;-;-;-;-;-
20010527;-;-;-;-;-;-
20010528;-;-;-;-;-;-
20010529;-;-;-;-;-;-
20010530;-;-;-;-;-;-
20010531;-;-;-;-;-;-
20010601;-;-;-;-;-;-
20010602;-;-;-;-;-;-
20010603;-;-;-;-;-;-
20010604;-;-;-;-;-;-
20010605;-;-;-;-;-;-
20010606;-;-;-;-;-;-
20010607;-;-;-;-;-;-
20010608;-;-;-;-;-;-
20010609;-;-;-;-;-;-
20010610;-;-;-;-;-;-
20010611;-;-;-;-;-;-
20010612;-;-;-;-;-;-
20010613;-;-;-;-;-;-
20010614;-;-;-;-;-;-
20010615;-;-;-;-;-;-
20010616;-;-;-;-;-;-
20010617;-;-;-;-;-;-
20010618;-;-;-;-;-;-
20010619;-;-;-;-;-;-
20010620;-;-;-;-;-;-
20010621;-;-;-;-;-;-
20010622;-;-;-;-;-;-
20010623;-;-;-;-;-;-
20010624;-;-;-;-;-;-
20010625;-;-;-;-;-;-
20010626;-;-;-;-;-;-
20010627;-;-;-;-;-;-
20010628;-;-;-;-;-;-
20010629;-;-;-;-;-;-
20010630;-;-;-;-;-;-
20010701;-;-;-;-;-;-
20010702;-;-;-;-;-;-
20010703;-;-;-;-;-;-
20010704;-;-;-;-;-;-
20010705;-;-;-;-;-;-
20010706;-;-;-;-;-;-
20010707;-;-;-;-;-;-
20010708;-;-;-;-;-;-
20010709;-;-;-;-;-;-
20010710;-;-;-;-;-;-
20010711;-;-;-;-;-;-
20010712;-;-;-;-;-;-
20010713;-;-;-;-;-;-
20010714;-;-;-;-;-;-
20010715;-;-;-;-;-;-
20010716;-;-;-;-;-;-
20010717;-;-;-;-;-;-
20010718;-;-;-;-;-;-
20010719;-;-;-;-;-;-
20010720;-;-;-;-;-;-
20010721;-;-;-;-;-;-
20010722;-;-;-;-;-;-
20010723;-;-;-;-;-;-
20010724;-;-;-;-;-;-
20010725;-;-;-;-;-;-
20010726;-;-;-;-;-;-
20010727;-;-;-;-;-;-
20010728;-;-;-;-;-;-
20010729;-;-;-;-;-;-
20010730;-;-;-;-;-;-
20010731;-;-;-;-;-;-
20010801;-;-;-;-;-;-
20010802;-;-;-;-;-;-
20010803;-;-;-;-;-;-
20010804;-;-;-;-;-;-
20010805;-;-;-;-;-;-
20010806;-;-;-;-;-;-
20010807;-;-;-;-;-;-
20010808;-;-;-;-;-;-
20010809;-;-;-;-;-;-
20010810;-;-;-;-;-;-
20010811;-;-;-;-;-;-
20010812;-;-;-;-;-;-
20010813;-;-;-;-;-;-
20010814;-;-;-;-;-;-
20010815;-;-;-;-;-;-
20010816;-;-;-;-;-;-
20010817;-;-;-;-;-;-
20010818;-;-;-;-;-;-
20010819;-;-;-;-;-;-
20010820;-;-;-;-;-;-
20010821;-;-;-;-;-;-
20010822;-;-;-;-;-;-
20010823;-;-;-;-;-;-
20010824;-;-;-;-;-;-
20010825;-;-;-;-;-;-
20010826;-;-;-;-;-;-
20010827;-;-;-;-;-;-
20010828;-;-;-;-;-;-
20010829;-;-;-;-;-;-
20010830;-;-;-;-;-;-
20010831;-;-;-;-;-;-
20010901;-;-;-;-;-;-
20010902;-;-;-;-;-;-
20010903;-;-;-;-;-;-
20010904;-;-;-;-;-;-
20010905;-;-;-;-;-;-
20010906;-;-;-;-;-;-
20010907;-;-;-;-;-;-
20010908;-;-;-;-;-;-
20010909;-;-;-;-;-;-
20010910;-;-;-;-;-;-
20010911;-;-;-;-;-;-
20010912;-;-;-;-;-;-
20010913;-;-;-;-;-;-
20010914;-;-;-;-;-;-
20010915;-;-;-;-;-;-
20010916;-;-;-;-;-;-
20010917;-;-;-;-;-;-
20010918;-;-;-;-;-;-
20010919;-;-;-;-;-;-
20010920;-;-;-;-;-;-
20010921;-;-;-;-;-;-
20010922;-;-;-;-;-;-
20010923;-;-;-;-;-;-
20010924;-;-;-;-;-;-
20010925;-;-;-;-;-;-
20010926;-;-;-;-;-;-
20010927;-;-;-;-;-;-
20010928;-;-;-;-;-;-
20010929;-;-;-;-;-;-
20010930;-;-;-;-;-;-
20011001;-;-;-;-;-;-
20011002;-;-;-;-;-;-
20011003;-;-;-;-;-;-
20011004;-;-;-;-;-;-
20011005;-;-;-;-;-;-
20011006;-;-;-;-;-;-
20011007;-;-;-;-;-;-
20011008;-;-;-;-;-;-
20011009;-;-;-;-;-;-
20011010;-;-;-;-;-;-
20011011;-;-;-;-;-;-
20011012;-;-;-;-;-;-
20011013;-;-;-;-;-;-
20011014;-;-;-;-;-;-
20011015;-;-;-;-;-;-
20011016;-;-;-;-;-;-
20011017;-;-;-;-;-;-
20011018;-;-;-;-;-;-
20011019;-;-;-;-;-;-
20011020;-;-;-;-;-;-
20011021;-;-;-;-;-;-
20011022;-;-;-;-;-;-
20011023;-;-;-;-;-;-
20011024;-;-;-;-;-;-
20011025;-;-;-;-;-;-
20011026;-;-;-;-;-;-
20011027;-;-;-;-;-;-
20011028;-;-;-;-;-;-
20011029;-;-;-;-;-;-
20011030;-;-;-;-;-;-
20011031;-;-;-;-;-;-
20011101;-;-;-;-;-;-
20011102;-;-;-;-;-;-
20011103;-;-;-;-;-;-
20011104;-;-;-;-;-;-
20011105;-;-;-;-;-;-
20011106;-;-;-;-;-;-
20011107;-;-;-;-;-;-
20011108;-;-;-;-;-;-
20011109;-;-;-;-;-;-
20011110;-;-;-;-;-;-
20011111;-;-;-;-;-;-
20011112;-;-;-;-;-;-
20011113;-;-;-;-;-;-
20011114;-;-;-;-;-;-
20011115;-;-;-;-;-;-
20011116;-;-;-;-;-;-
20011117;-;-;-;-;-;-
20011118;-;-;-;-;-;-
20011119;-;-;-;-;-;-
20011120;-;-;-;-;-;-
20011121;-;-;-;-;-;-
20011122;-;-;-;-;-;-
20011123;-;-;-;-;-;-
20011124;-;-;-;-;-;-
20011125;-;-;-;-;-;-
20011126;-;-;-;-;-;-
20011127;-;-;-;-;-;-
20011128;-;-;-;-;-;-
20011129;-;-;-;-;-;-
20011130;-;-;-;-;-;-
20011201;-;-;-;-;-;-
20011202;-;-;-;-;-;-
20011203;-;-;-;-;-;-
20011204;-;-;-;-;-;-
20011205;-;-;-;-;-;-
20011206;-;-;-;-;-;-
20011207;-;-;-;-;-;-
20011208;-;-;-;-;-;-
20011209;-;-;-;-;-;-
20011210;-;-;-;-;-;-
20011211;-;-;-;-;-;-
20011212;-;-;-;-;-;-
20011213;-;-;-;-;-;-
20011214;-;-;-;-;-;-
20011215;-;-;-;-;-;-
20011216;-;-;-;-;-;-
20011217;-;-;-;-;-;-
20011218;-;-;-;-;-;-
20011219;-;-;-;-;-;-
20011220;-;-;-;-;-;-
20011221;-;-;-;-;-;-
20011222;-;-;-;-;-;-
20011223;-;-;-;-;-;-
20011224;-;-;-;-;-;-
20011225;-;-;-;-;-;-
20011226;-;-;-;-;-;-
20011227;-;-;-;-;-;-
20011228;-;-;-;-;-;-
20011229;-;-;-;-;-;-
20011230;-;-;-;-;-;-
20011231;-;-;-;-;-;-
20020101;-;-;-;-;-;-
20020102;-;-;-;-;-;-
20020103;-;-;-;-;-;-
20020104;-;-;-;-;-;-
20020105;-;-;-;-;-;-
20020106;-;-;-;-;-;-
20020107;-;-;-;-;-;-
20020108;-;-;-;-;-;-
20020109;-;-;-;-;-;-
20020110;-;-;-;-;-;-
20020111;-;-;-;-;-;-
20020112;-;-;-;-;-;-
20020113;-;-;-;-;-;-
20020114;-;-;-;-;-;-
20020115;-;-;-;-;-;-
20020116;-;-;-;-;-;-
20020117;-;-;-;-;-;-
20020118;-;-;-;-;-;-
20020119;-;-;-;-;-;-
20020120;-;-;-;-;-;-
20020121;-;-;-;-;-;-
20020122;-;-;-;-;-;-
20020123;-;-;-;-;-;-
20020124;-;-;-;-;-;-
20020125;-;-;-;-;-;-
20020126;-;-;-;-;-;-
20020127;-;-;-;-;-;-
20020128;-;-;-;-;-;-
20020129;-;-;-;-;-;-
20020130;-;-;-;-;-;-
20020131;-;-;-;-;-;-
20020201;-;-;-;-;-;-
20020202;-;-;-;-;-;-
20020203;-;-;-;-;-;-
20020204;-;-;-;-;-;-
20020205;-;-;-;-;-;-
20020206;-;-;-;-;-;-
20020207;-;-;-;-;-;-
20020208;-;-;-;-;-;-
20020209;-;-;-;-;-;-
20020210;-;-;-;-;-;-
20020211;-;-;-;-;-;-
20020212;-;-;-;-;-;-
20020213;-;-;-;-;-;-
20020214;-;-;-;-;-;-
20020215;-;-;-;-;-;-
20020216;-;-;-;-;-;-
20020217;-;-;-;-;-;-
20020218;-;-;-;-;-;-
20020219;-;-;-;-;-;-
20020220;-;-;-;-;-;-
20020221;-;-;-;-;-;-
20020222;-;-;-;-;-;-
20020223;-;-;-;-;-;-
20020224;-;-;-;-;-;-
20020225;-;-;-;-;-;-
20020226;-;-;-;-;-;-
20020227;-;-;-;-;-;-
20020228;-;-;-;-;-;-
20020301;-;-;-;-;-;-
20020302;-;-;-;-;-;-
20020303;-;-;-;-;-;-
20020304;-;-;-;-;-;-
20020305;-;-;-;-;-;-
20020306;-;-;-;-;-;-
20020307;-;-;-;-;-;-
20020308;-;-;-;-;-;-
20020309;-;-;-;-;-;-
20020310;-;-;-;-;-;-
20020311;-;-;-;-;-;-
20020312;-;-;-;-;-;-
20020313;-;-;-;-;-;-
20020314;-;-;-;-;-;-
20020315;-;-;-;-;-;-
20020316;-;-;-;-;-;-
20020317;-;-;-;-;-;-
20020318;-;-;-;-;-;-
20020319;-;-;-;-;-;-
20020320;-;-;-;-;-;-
20020321;-;-;-;-;-;-
20020322;-;-;-;-;-;-
20020323;-;-;-;-;-;-
20020324;-;-;-;-;-;-
20020325;-;-;-;-;-;-
20020326;-;-;-;-;-;-
20020327;-;-;-;-;-;-
20020328;-;-;-;-;-;-
20020329;-;-;-;-;-;-
20020330;-;-;-;-;-;-
20020331;-;-;-;-;-;-
20020401;-;-;-;-;-;-
20020402;-;-;-;-;-;-
20020403;-;-;-;-;-;-
20020404;-;-;-;-;-;-
20020405;-;-;-;-;-;-
20020406;-;-;-;-;-;-
20020407;-;-;-;-;-;-
20020408;-;-;-;-;-;-
20020409;-;-;-;-;-;-
20020410;-;-;-;-;-;-
20020411;-;-;-;-;-;-
20020412;-;-;-;-;-;-
20020413;-;-;-;-;-;-
20020414;-;-;-;-;-;-
20020415;-;-;-;-;-;-
20020416;-;-;-;-;-;-
20020417;-;-;-;-;-;-
20020418;-;-;-;-;-;-
20020419;-;-;-;-;-;-
20020420;-;-;-;-;-;-
20020421;-;-;-;-;-;-
20020422;-;-;-;-;-;-
20020423;-;-;-;-;-;-
20020424;-;-;-;-;-;-
20020425;-;-;-;-;-;-
20020426;-;-;-;-;-;-
20020427;-;-;-;-;-;-
20020428;-;-;-;-;-;-
20020429;-;-;-;-;-;-
20020430;-;-;-;-;-;-
20020501;-;-;-;-;-;-
20020502;-;-;-;-;-;-
20020503;-;-;-;-;-;-
20020504;-;-;-;-;-;-
20020505;-;-;-;-;-;-
20020506;-;-;-;-;-;-
20020507;-;-;-;-;-;-
20020508;-;-;-;-;-;-
20020509;-;-;-;-;-;-
20020510;-;-;-;-;-;-
20020511;-;-;-;-;-;-
20020512;-;-;-;-;-;-
20020513;-;-;-;-;-;-
20020514;-;-;-;-;-;-
20020515;-;-;-;-;-;-
20020516;-;-;-;-;-;-
20020517;-;-;-;-;-;-
20020518;-;-;-;-;-;-
20020519;-;-;-;-;-;-
20020520;-;-;-;-;-;-
20020521;-;-;-;-;-;-
20020522;-;-;-;-;-;-
20020523;-;-;-;-;-;-
20020524;-;-;-;-;-;-
20020525;-;-;-;-;-;-
20020526;-;-;-;-;-;-
20020527;-;-;-;-;-;-
20020528;-;-;-;-;-;-
20020529;-;-;-;-;-;-
20020530;-;-;-;-;-;-
20020531;-;-;-;-;-;-
20020601;-;-;-;-;-;-
20020602;-;-;-;-;-;-
20020603;-;-;-;-;-;-
20020604;-;-;-;-;-;-
20020605;-;-;-;-;-;-
20020606;-;-;-;-;-;-
20020607;-;-;-;-;-;-
20020608;-;-;-;-;-;-
20020609;-;-;-;-;-;-
20020610;-;-;-;-;-;-
20020611;-;-;-;-;-;-
20020612;-;-;-;-;-;-
20020613;-;-;-;-;-;-
20020614;-;-;-;-;-;-
20020615;-;-;-;-;-;-
20020616;-;-;-;-;-;-
20020617;-;-;-;-;-;-
20020618;-;-;-;-;-;-
20020619;-;-;-;-;-;-
20020620;-;-;-;-;-;-
20020621;-;-;-;-;-;-
20020622;-;-;-;-;-;-
20020623;-;-;-;-;-;-
20020624;-;-;-;-;-;-
20020625;-;-;-;-;-;-
20020626;-;-;-;-;-;-
20020627;-;-;-;-;-;-
20020628;-;-;-;-;-;-
20020629;-;-;-;-;-;-
20020630;-;-;-;-;-;-
20020701;-;-;-;-;-;-
20020702;-;-;-;-;-;-
20020703;-;-;-;-;-;-
20020704;-;-;-;-;-;-
20020705;-;-;-;-;-;-
20020706;-;-;-;-;-;-
20020707;-;-;-;-;-;-
20020708;-;-;-;-;-;-
20020709;-;-;-;-;-;-
20020710;-;-;-;-;-;-
20020711;-;-;-;-;-;-
20020712;-;-;-;-;-;-
20020713;-;-;-;-;-;-
20020714;-;-;-;-;-;-
20020715;-;-;-;-;-;-
20020716;-;-;-;-;-;-
20020717;-;-;-;-;-;-
20020718;-;-;-;-;-;-
20020719;-;-;-;-;-;-
20020720;-;-;-;-;-;-
20020721;-;-;-;-;-;-
20020722;-;-;-;-;-;-
20020723;-;-;-;-;-;-
20020724;-;-;-;-;-;-
20020725;-;-;-;-;-;-
20020726;-;-;-;-;-;-
20020727;-;-;-;-;-;-
20020728;-;-;-;-;-;-
20020729;-;-;-;-;-;-
20020730;-;-;-;-;-;-
20020731;-;-;-;-;-;-
20020801;-;-;-;-;-;-
20020802;-;-;-;-;-;-
20020803;-;-;-;-;-;-
20020804;-;-;-;-;-;-
20020805;-;-;-;-;-;-
20020806;-;-;-;-;-;-
20020807;-;-;-;-;-;-
20020808;-;-;-;-;-;-
20020809;-;-;-;-;-;-
20020810;-;-;-;-;-;-
20020811;-;-;-;-;-;-
20020812;-;-;-;-;-;-
20020813;-;-;-;-;-;-
20020814;-;-;-;-;-;-
20020815;-;-;-;-;-;-
20020816;-;-;-;-;-;-
20020817;-;-;-;-;-;-
20020818;-;-;-;-;-;-
20020819;-;-;-;-;-;-
20020820;-;-;-;-;-;-
20020821;-;-;-;-;-;-
20020822;-;-;-;-;-;-
20020823;-;-;-;-;-;-
20020824;-;-;-;-;-;-
