time;hns000d0;hto000d0
19710702;-;-
19710703;-;-
19710704;-;-
19710705;-;-
19710706;-;-
19710707;-;-
19710708;-;-
19710709;-;-
19710710;-;-
19710711;-;-
19710712;-;-
19710713;-;-
19710714;-;-
19710715;-;-
19710716;-;-
19710717;-;-
19710718;-;-
19710719;-;-
19710720;-;-
19710721;-;-
19710722;-;-
19710723;-;-
19710724;-;-
19710725;-;-
19710726;-;-
19710727;-;-
19710728;-;-
19710729;-;-
19710730;-;-
19710731;-;-
19710801;-;-
19710802;-;-
19710803;-;-
19710804;-;-
19710805;-;-
19710806;-;-
19710807;-;-
19710808;-;-
19710809;-;-
19710810;-;-
19710811;-;-
19710812;-;-
19710813;-;-
19710814;-;-
19710815;-;-
19710816;-;-
19710817;-;-
19710818;-;-
19710819;-;-
19710820;-;-
19710821;-;-
19710822;-;-
19710823;-;-
19710824;-;-
19710825;-;-
19710826;-;-
19710827;-;-
19710828;-;-
19710829;-;-
19710830;-;-
19710831;-;-
19710901;-;-
19710902;-;-
19710903;-;-
19710904;-;-
19710905;-;-
19710906;-;-
19710907;-;-
19710908;-;-
19710909;-;-
19710910;-;-
19710911;-;-
19710912;-;-
19710913;-;-
19710914;-;-
19710915;-;-
19710916;-;-
19710917;-;-
19710918;-;-
19710919;-;-
19710920;-;-
19710921;-;-
19710922;-;-
19710923;-;-
19710924;-;-
19710925;-;-
19710926;-;-
19710927;-;-
19710928;-;-
19710929;-;-
19710930;0;-
19711001;0;0
19711002;0;0
19711003;0;0
19711004;0;0
19711005;0;0
19711006;0;0
19711007;0;0
19711008;0;0
19711009;0;0
19711010;0;0
19711011;0;0
19711012;0;0
19711013;0;0
19711014;3;0
19711015;1;3
19711016;0;1
19711017;0;0
19711018;0;0
19711019;0;0
19711020;0;0
19711021;0;0
19711022;0;0
19711023;0;0
19711024;0;0
19711025;0;0
19711026;0;0
19711027;0;0
19711028;0;0
19711029;0;0
19711030;0;0
19711031;0;0
19711101;0;0
19711102;0;0
19711103;0;0
19711104;0;0
19711105;0;0
19711106;0;0
19711107;0;0
19711108;5;0
19711109;16;5
19711110;0;18
19711111;0;15
19711112;0;14
19711113;0;12
19711114;0;8
19711115;0;0
19711116;0;0
19711117;0;0
19711118;0;0
19711119;32;0
19711120;3;32
19711121;0;23
19711122;0;23
19711123;0;22
19711124;18;22
19711125;0;40
19711126;0;36
19711127;0;32
19711128;0;30
19711129;0;27
19711130;4;27
19711201;5;25
19711202;2;30
19711203;0;28
19711204;0;28
19711205;0;28
19711206;0;26
19711207;0;24
19711208;0;22
19711209;9;22
19711210;18;31
19711211;0;45
19711212;0;40
19711213;0;39
19711214;0;36
19711215;0;34
19711216;0;33
19711217;0;32
19711218;0;31
19711219;0;30
19711220;0;21
19711221;0;17
19711222;0;12
19711223;0;10
19711224;0;10
19711225;0;9
19711226;0;8
19711227;0;6
19711228;0;5
19711229;0;4
19711230;0;3
19711231;0;3
19720101;0;3
19720102;0;3
19720103;1;2
19720104;0;3
19720105;0;3
19720106;0;3
19720107;0;3
19720108;0;3
19720109;0;2
19720110;0;2
19720111;0;2
19720112;0;1
19720113;0;1
19720114;0;0
19720115;0;0
19720116;0;0
19720117;0;0
19720118;0;0
19720119;0;0
19720120;0;0
19720121;2;0
19720122;0;2
19720123;0;2
19720124;4;2
19720125;11;6
19720126;6;14
19720127;6;18
19720128;5;20
19720129;0;22
19720130;0;20
19720131;0;20
19720201;0;19
19720202;0;18
19720203;0;14
19720204;0;9
19720205;0;8
19720206;0;7
19720207;0;3
19720208;0;0
19720209;4;0
19720210;0;4
19720211;6;3
19720212;1;6
19720213;11;6
19720214;5;16
19720215;0;19
19720216;0;12
19720217;0;10
19720218;0;8
19720219;0;6
19720220;0;0
19720221;0;0
19720222;0;0
19720223;0;0
19720224;0;0
19720225;0;0
19720226;0;0
19720227;0;0
19720228;0;0
19720229;0;0
19720301;2;0
19720302;0;2
19720303;0;0
19720304;0;0
19720305;3;0
19720306;2;3
19720307;4;2
19720308;0;4
19720309;0;0
19720310;0;0
19720311;0;0
19720312;0;0
19720313;0;0
19720314;0;0
19720315;0;0
19720316;0;0
19720317;0;0
19720318;0;0
19720319;0;0
19720320;0;0
19720321;0;0
19720322;0;0
19720323;0;0
19720324;0;0
19720325;0;0
19720326;0;0
19720327;0;0
19720328;2;0
19720329;0;2
19720330;0;0
19720331;0;0
19720401;0;0
19720402;0;0
19720403;0;0
19720404;0;0
19720405;0;0
19720406;0;0
19720407;0;0
19720408;0;0
19720409;0;0
19720410;0;0
19720411;5;0
19720412;6;5
19720413;0;6
19720414;0;0
19720415;37;0
19720416;15;37
19720417;0;39
19720418;0;25
19720419;4;20
19720420;0;15
19720421;0;8
19720422;0;0
19720423;0;0
19720424;13;0
19720425;4;13
19720426;0;15
19720427;14;0
19720428;0;14
19720429;-;6
19720430;-;-
19720501;-;-
19720502;-;-
19720503;-;-
19720504;-;-
19720505;-;-
19720506;-;-
19720507;-;-
19720508;-;-
19720509;-;-
19720510;-;-
19720511;-;-
19720512;-;-
19720513;-;-
19720514;-;-
19720515;-;-
19720516;-;-
19720517;-;-
19720518;-;-
19720519;-;-
19720520;-;-
19720521;-;-
19720522;-;-
19720523;-;-
19720524;-;-
19720525;-;-
19720526;-;-
19720527;-;-
19720528;-;-
19720529;-;-
19720530;-;-
19720531;-;-
19720601;-;-
19720602;-;-
19720603;-;-
19720604;-;-
19720605;-;-
19720606;-;-
19720607;-;-
19720608;-;-
19720609;-;-
19720610;-;-
19720611;-;-
19720612;-;-
19720613;-;-
19720614;-;-
19720615;-;-
19720616;-;-
19720617;-;-
19720618;-;-
19720619;-;-
19720620;-;-
19720621;-;-
19720622;-;-
19720623;-;-
19720624;-;-
19720625;-;-
19720626;-;-
19720627;-;-
19720628;-;-
19720629;-;-
19720630;-;-
19720701;-;-
19720702;-;-
19720703;-;-
19720704;-;-
19720705;-;-
19720706;-;-
19720707;-;-
19720708;-;-
19720709;-;-
19720710;-;-
19720711;-;-
19720712;-;-
19720713;-;-
19720714;-;-
19720715;-;-
19720716;-;-
19720717;-;-
19720718;-;-
19720719;-;-
19720720;-;-
19720721;-;-
19720722;-;-
19720723;-;-
19720724;-;-
19720725;-;-
19720726;-;-
19720727;-;-
19720728;-;-
19720729;-;-
19720730;-;-
19720731;-;-
19720801;-;-
19720802;-;-
19720803;-;-
19720804;-;-
19720805;-;-
19720806;-;-
19720807;-;-
19720808;-;-
19720809;-;-
19720810;-;-
19720811;-;-
19720812;-;-
19720813;-;-
19720814;-;-
19720815;-;-
19720816;-;-
19720817;-;-
19720818;-;-
19720819;-;-
19720820;-;-
19720821;-;-
19720822;-;-
19720823;-;-
19720824;-;-
19720825;-;-
19720826;-;-
19720827;-;-
19720828;-;-
19720829;-;-
19720830;-;-
19720831;-;-
19720901;-;-
19720902;-;-
19720903;-;-
19720904;-;-
19720905;-;-
19720906;-;-
19720907;-;-
19720908;-;-
19720909;-;-
19720910;-;-
19720911;-;-
19720912;-;-
19720913;-;-
19720914;-;-
19720915;-;-
19720916;-;-
19720917;-;-
19720918;-;-
19720919;-;-
19720920;-;-
19720921;-;-
19720922;-;-
19720923;-;-
19720924;-;-
19720925;-;-
19720926;-;-
19720927;-;-
19720928;-;-
19720929;-;-
19720930;0;-
19721001;0;0
19721002;0;0
19721003;0;0
19721004;0;0
19721005;0;0
19721006;0;0
19721007;0;0
19721008;0;0
19721009;0;0
19721010;0;0
19721011;0;0
19721012;0;0
19721013;0;0
19721014;0;0
19721015;0;0
19721016;0;0
19721017;0;0
19721018;0;0
19721019;0;0
19721020;1;0
19721021;22;1
19721022;0;22
19721023;0;12
19721024;0;6
19721025;0;0
19721026;0;0
19721027;0;0
19721028;0;0
19721029;0;0
19721030;0;0
19721031;0;0
19721101;0;0
19721102;0;0
19721103;0;0
19721104;0;0
19721105;0;0
19721106;0;0
19721107;0;0
19721108;0;0
19721109;0;0
19721110;0;0
19721111;11;0
19721112;0;11
19721113;0;0
19721114;7;0
19721115;5;7
19721116;0;7
19721117;4;1
19721118;8;4
19721119;0;10
19721120;0;4
19721121;7;0
19721122;9;7
19721123;11;15
19721124;0;24
19721125;0;21
19721126;0;19
19721127;0;18
19721128;0;17
19721129;0;16
19721130;0;16
19721201;0;12
19721202;0;8
19721203;0;7
19721204;0;7
19721205;0;5
19721206;0;0
19721207;0;0
19721208;5;0
19721209;5;5
19721210;0;9
19721211;0;6
19721212;0;5
19721213;0;4
19721214;0;4
19721215;0;3
19721216;0;2
19721217;0;0
19721218;0;0
19721219;0;0
19721220;0;0
19721221;0;0
19721222;0;0
19721223;0;0
19721224;0;0
19721225;0;0
19721226;0;0
19721227;0;0
19721228;0;0
19721229;0;0
19721230;0;0
19721231;0;0
19730101;0;0
19730102;0;0
19730103;0;0
19730104;0;0
19730105;0;0
19730106;0;0
19730107;0;0
19730108;0;0
19730109;0;0
19730110;0;0
19730111;0;0
19730112;0;0
19730113;0;0
19730114;0;0
19730115;11;0
19730116;6;11
19730117;0;15
19730118;2;12
19730119;1;12
19730120;0;12
19730121;3;10
19730122;2;12
19730123;0;13
19730124;0;11
19730125;0;11
19730126;3;10
19730127;34;13
19730128;15;41
19730129;0;53
19730130;0;48
19730131;8;43
19730201;3;45
19730202;2;43
19730203;0;45
19730204;0;43
19730205;0;41
19730206;0;38
19730207;0;35
19730208;0;33
19730209;12;30
19730210;28;41
19730211;22;54
19730212;2;68
19730213;5;50
19730214;0;53
19730215;0;48
19730216;0;47
19730217;8;45
19730218;5;54
19730219;2;57
19730220;0;55
19730221;8;50
19730222;20;55
19730223;15;68
19730224;17;80
19730225;3;94
19730226;9;88
19730227;7;86
19730228;0;90
19730301;0;85
19730302;7;78
19730303;1;78
19730304;0;75
19730305;0;70
19730306;12;65
19730307;3;76
19730308;1;77
19730309;13;73
19730310;0;82
19730311;0;78
19730312;5;72
19730313;4;74
19730314;2;76
19730315;3;75
19730316;0;76
19730317;0;74
19730318;5;68
19730319;4;71
19730320;0;72
19730321;0;65
19730322;0;60
19730323;0;58
19730324;0;54
19730325;0;50
19730326;0;46
19730327;0;41
19730328;0;37
19730329;0;32
19730330;0;29
19730331;0;27
19730401;0;25
19730402;18;20
19730403;12;36
19730404;0;40
19730405;0;29
19730406;0;23
19730407;1;19
19730408;3;18
19730409;28;19
19730410;10;41
19730411;9;42
19730412;36;30
19730413;0;65
19730414;0;50
19730415;9;40
19730416;0;42
19730417;0;32
19730418;15;21
19730419;39;33
19730420;6;78
19730421;0;63
19730422;0;43
19730423;0;39
19730424;4;26
19730425;0;29
19730426;0;23
19730427;0;18
19730428;0;12
19730429;-;6
19730430;-;-
19730501;-;-
19730502;-;-
19730503;-;-
19730504;-;-
19730505;-;-
19730506;-;-
19730507;-;-
19730508;-;-
19730509;-;-
19730510;-;-
19730511;-;-
19730512;-;-
19730513;-;-
19730514;-;-
19730515;-;-
19730516;-;-
19730517;-;-
19730518;-;-
19730519;-;-
19730520;-;-
19730521;-;-
19730522;-;-
19730523;-;-
19730524;-;-
19730525;-;-
19730526;-;-
19730527;-;-
19730528;-;-
19730529;-;-
19730530;-;-
19730531;-;-
19730601;-;-
19730602;-;-
19730603;-;-
19730604;-;-
19730605;-;-
19730606;-;-
19730607;-;-
19730608;-;-
19730609;-;-
19730610;-;-
19730611;-;-
19730612;-;-
19730613;-;-
19730614;-;-
19730615;-;-
19730616;-;-
19730617;-;-
19730618;-;-
19730619;-;-
19730620;-;-
19730621;-;-
19730622;-;-
19730623;-;-
19730624;-;-
19730625;-;-
19730626;-;-
19730627;-;-
19730628;-;-
19730629;-;-
19730630;-;-
19730701;-;-
19730702;-;-
19730703;-;-
19730704;-;-
19730705;-;-
19730706;-;-
19730707;-;-
19730708;-;-
19730709;-;-
19730710;-;-
19730711;-;-
19730712;-;-
19730713;-;-
19730714;-;-
19730715;-;-
19730716;-;-
19730717;-;-
19730718;-;-
19730719;-;-
19730720;-;-
19730721;-;-
19730722;-;-
19730723;-;-
19730724;-;-
19730725;-;-
19730726;-;-
19730727;-;-
19730728;-;-
19730729;-;-
19730730;-;-
19730731;-;-
19730801;-;-
19730802;-;-
19730803;-;-
19730804;-;-
19730805;-;-
19730806;-;-
19730807;-;-
19730808;-;-
19730809;-;-
19730810;-;-
19730811;-;-
19730812;-;-
19730813;-;-
19730814;-;-
19730815;-;-
19730816;-;-
19730817;-;-
19730818;-;-
19730819;-;-
19730820;-;-
19730821;-;-
19730822;-;-
19730823;-;-
19730824;-;-
19730825;-;-
19730826;-;-
19730827;-;-
19730828;-;-
19730829;-;-
19730830;-;-
19730831;-;-
19730901;-;-
19730902;-;-
19730903;-;-
19730904;-;-
19730905;-;-
19730906;-;-
19730907;-;-
19730908;-;-
19730909;-;-
19730910;-;-
19730911;-;-
19730912;-;-
19730913;-;-
19730914;-;-
19730915;-;-
19730916;-;-
19730917;-;-
19730918;-;-
19730919;-;-
19730920;-;-
19730921;-;-
19730922;-;-
19730923;-;-
19730924;-;-
19730925;-;-
19730926;-;-
19730927;-;-
19730928;-;-
19730929;-;-
19730930;0;-
19731001;0;0
19731002;0;0
19731003;0;0
19731004;0;0
19731005;0;0
19731006;0;0
19731007;0;0
19731008;0;0
19731009;0;0
19731010;0;0
19731011;0;0
19731012;0;0
19731013;0;0
19731014;0;0
19731015;0;0
19731016;0;0
19731017;1;0
19731018;2;0
19731019;0;2
19731020;0;0
19731021;0;0
19731022;1;0
19731023;1;0
19731024;0;1
19731025;0;0
19731026;0;0
19731027;0;0
19731028;0;0
19731029;0;0
19731030;0;0
19731031;0;0
19731101;0;0
19731102;0;0
19731103;0;0
19731104;0;0
19731105;9;0
19731106;0;9
19731107;0;4
19731108;0;0
19731109;0;0
19731110;0;0
19731111;0;0
19731112;0;0
19731113;0;0
19731114;2;0
19731115;0;2
19731116;0;0
19731117;0;0
19731118;0;0
19731119;0;0
19731120;0;0
19731121;0;0
19731122;0;0
19731123;0;0
19731124;0;0
19731125;10;0
19731126;13;10
19731127;0;21
19731128;8;17
19731129;15;23
19731130;10;35
19731201;2;40
19731202;3;36
19731203;0;35
19731204;0;31
19731205;0;25
19731206;2;20
19731207;0;18
19731208;23;12
19731209;5;32
19731210;0;30
19731211;0;27
19731212;0;25
19731213;3;23
19731214;29;22
19731215;9;50
19731216;2;45
19731217;3;34
19731218;0;30
19731219;0;29
19731220;0;28
19731221;4;27
19731222;0;31
19731223;0;31
19731224;0;30
19731225;6;29
19731226;0;34
19731227;0;33
19731228;0;32
19731229;0;32
19731230;0;31
19731231;0;31
19740101;0;31
19740102;0;31
19740103;0;31
19740104;0;30
19740105;0;30
19740106;0;30
19740107;0;30
19740108;0;29
19740109;0;29
19740110;0;29
19740111;0;28
19740112;0;27
19740113;0;27
19740114;0;26
19740115;0;25
19740116;0;20
19740117;18;16
19740118;18;30
19740119;0;41
19740120;0;35
19740121;0;31
19740122;0;30
19740123;0;29
19740124;7;29
19740125;0;35
19740126;1;32
19740127;3;32
19740128;0;34
19740129;0;33
19740130;0;33
19740131;0;32
19740201;0;30
19740202;0;29
19740203;9;29
19740204;4;37
19740205;0;39
19740206;9;29
19740207;27;46
19740208;0;62
19740209;0;52
19740210;0;40
19740211;0;36
19740212;2;32
19740213;4;33
19740214;7;39
19740215;0;44
19740216;0;36
19740217;0;36
19740218;0;34
19740219;1;32
19740220;0;32
19740221;0;32
19740222;24;31
19740223;25;54
19740224;1;70
19740225;0;65
19740226;1;60
19740227;0;58
19740228;0;54
19740301;12;50
19740302;0;61
19740303;0;55
19740304;7;54
19740305;5;60
19740306;2;62
19740307;0;61
19740308;0;56
19740309;0;52
19740310;0;48
19740311;0;42
19740312;0;40
19740313;0;38
19740314;22;35
19740315;0;54
19740316;0;40
19740317;0;32
19740318;0;20
19740319;0;13
19740320;0;9
19740321;0;0
19740322;0;0
19740323;0;0
19740324;0;0
19740325;0;0
19740326;0;0
19740327;0;0
19740328;0;0
19740329;0;0
19740330;0;0
19740331;0;0
19740401;0;0
19740402;0;0
19740403;0;0
19740404;0;0
19740405;0;0
19740406;0;0
19740407;0;0
19740408;0;0
19740409;0;0
19740410;0;0
19740411;0;0
19740412;0;0
19740413;0;0
19740414;0;0
19740415;11;0
19740416;15;11
19740417;7;19
19740418;1;16
19740419;0;10
19740420;0;3
19740421;0;0
19740422;0;0
19740423;9;0
19740424;8;9
19740425;7;9
19740426;0;8
19740427;0;3
19740428;0;0
19740429;-;0
19740430;-;-
19740501;-;-
19740502;-;-
19740503;-;-
19740504;-;-
19740505;-;-
19740506;-;-
19740507;-;-
19740508;-;-
19740509;-;-
19740510;-;-
19740511;-;-
19740512;-;-
19740513;-;-
19740514;-;-
19740515;-;-
19740516;-;-
19740517;-;-
19740518;-;-
19740519;-;-
19740520;-;-
19740521;-;-
19740522;-;-
19740523;-;-
19740524;-;-
19740525;-;-
19740526;-;-
19740527;-;-
19740528;-;-
19740529;-;-
19740530;-;-
19740531;-;-
19740601;-;-
19740602;-;-
19740603;-;-
19740604;-;-
19740605;-;-
19740606;-;-
19740607;-;-
19740608;-;-
19740609;-;-
19740610;-;-
19740611;-;-
19740612;-;-
19740613;-;-
19740614;-;-
19740615;-;-
19740616;-;-
19740617;-;-
19740618;-;-
19740619;-;-
19740620;-;-
19740621;-;-
19740622;-;-
19740623;-;-
19740624;-;-
19740625;-;-
19740626;-;-
19740627;-;-
19740628;-;-
19740629;-;-
19740630;-;-
19740701;-;-
19740702;-;-
19740703;-;-
19740704;-;-
19740705;-;-
19740706;-;-
19740707;-;-
19740708;-;-
19740709;-;-
19740710;-;-
19740711;-;-
19740712;-;-
19740713;-;-
19740714;-;-
19740715;-;-
19740716;-;-
19740717;-;-
19740718;-;-
19740719;-;-
19740720;-;-
19740721;-;-
19740722;-;-
19740723;-;-
19740724;-;-
19740725;-;-
19740726;-;-
19740727;-;-
19740728;-;-
19740729;-;-
19740730;-;-
19740731;-;-
19740801;-;-
19740802;-;-
19740803;-;-
19740804;-;-
19740805;-;-
19740806;-;-
19740807;-;-
19740808;-;-
19740809;-;-
19740810;-;-
19740811;-;-
19740812;-;-
19740813;-;-
19740814;-;-
19740815;-;-
19740816;-;-
19740817;-;-
19740818;-;-
19740819;-;-
19740820;-;-
19740821;-;-
19740822;-;-
19740823;-;-
19740824;-;-
19740825;-;-
19740826;-;-
19740827;-;-
19740828;-;-
19740829;-;-
19740830;-;-
19740831;-;-
19740901;-;-
19740902;-;-
19740903;-;-
19740904;-;-
19740905;-;-
19740906;-;-
19740907;-;-
19740908;-;-
19740909;-;-
19740910;-;-
19740911;-;-
19740912;-;-
19740913;-;-
19740914;-;-
19740915;-;-
19740916;-;-
19740917;-;-
19740918;-;-
19740919;-;-
19740920;-;-
19740921;-;-
19740922;-;-
19740923;-;-
19740924;-;-
19740925;-;-
19740926;-;-
19740927;-;-
19740928;-;-
19740929;-;-
19740930;0;-
19741001;0;0
19741002;0;0
19741003;12;0
19741004;0;12
19741005;0;4
19741006;0;0
19741007;0;0
19741008;5;0
19741009;6;5
19741010;4;6
19741011;5;4
19741012;0;5
19741013;1;0
19741014;12;1
19741015;0;12
19741016;2;8
19741017;0;6
19741018;0;2
19741019;0;0
19741020;28;0
19741021;21;28
19741022;0;45
19741023;6;32
19741024;0;23
19741025;0;18
19741026;0;13
19741027;0;9
19741028;44;5
19741029;12;46
19741030;6;50
19741031;7;42
19741101;2;40
19741102;0;33
19741103;6;25
19741104;15;28
19741105;0;40
19741106;0;39
19741107;0;34
19741108;0;30
19741109;0;28
19741110;0;21
19741111;0;18
19741112;0;15
19741113;0;11
19741114;0;8
19741115;0;4
19741116;0;0
19741117;0;0
19741118;12;0
19741119;0;12
19741120;0;10
19741121;0;7
19741122;0;4
19741123;0;0
19741124;0;0
19741125;5;0
19741126;0;5
19741127;0;2
19741128;30;1
19741129;2;30
19741130;0;26
19741201;0;18
19741202;0;15
19741203;0;12
19741204;0;10
19741205;0;9
19741206;0;9
19741207;0;9
19741208;0;9
19741209;0;8
19741210;0;8
19741211;20;7
19741212;8;26
19741213;12;31
19741214;0;40
19741215;0;38
19741216;0;37
19741217;3;28
19741218;4;17
19741219;0;23
19741220;0;22
19741221;0;21
19741222;0;20
19741223;0;19
19741224;0;19
19741225;0;17
19741226;0;10
19741227;0;5
19741228;0;1
19741229;6;0
19741230;10;6
19741231;0;15
19750101;0;13
19750102;0;12
19750103;0;11
19750104;0;10
19750105;0;9
19750106;0;8
19750107;2;7
19750108;4;5
19750109;0;8
19750110;0;8
19750111;0;8
19750112;0;7
19750113;0;7
19750114;0;6
19750115;0;6
19750116;0;5
19750117;0;4
19750118;4;3
19750119;5;6
19750120;0;9
19750121;3;8
19750122;0;10
19750123;0;9
19750124;0;7
19750125;0;3
19750126;0;0
19750127;2;0
19750128;0;2
19750129;0;0
19750130;0;0
19750131;8;0
19750201;8;8
19750202;0;15
19750203;0;12
19750204;0;10
19750205;0;9
19750206;0;7
19750207;0;1
19750208;0;0
19750209;0;0
19750210;0;0
19750211;0;0
19750212;4;0
19750213;3;4
19750214;0;6
19750215;0;5
19750216;0;2
19750217;0;0
19750218;0;0
19750219;17;0
19750220;1;17
19750221;0;16
19750222;0;13
19750223;0;6
19750224;0;4
19750225;0;2
19750226;0;0
19750227;0;0
19750228;0;0
19750301;0;0
19750302;0;0
19750303;0;0
19750304;0;0
19750305;2;0
19750306;0;2
19750307;0;0
19750308;0;0
19750309;13;0
19750310;8;13
19750311;0;20
19750312;0;12
19750313;0;9
19750314;3;6
19750315;3;6
19750316;12;4
19750317;11;14
19750318;11;15
19750319;4;19
19750320;0;19
19750321;0;12
19750322;6;10
19750323;8;11
19750324;22;18
19750325;5;32
19750326;0;28
19750327;0;21
19750328;14;14
19750329;1;26
19750330;12;18
19750331;1;28
19750401;0;24
19750402;0;23
19750403;8;21
19750404;9;24
19750405;8;26
19750406;20;32
19750407;0;49
19750408;7;32
19750409;31;32
19750410;18;55
19750411;6;66
19750412;0;47
19750413;0;39
19750414;0;31
19750415;0;17
19750416;0;10
19750417;0;3
19750418;0;0
19750419;0;0
19750420;0;0
19750421;0;0
19750422;0;0
19750423;0;0
19750424;0;0
19750425;0;0
19750426;0;0
19750427;0;0
19750428;0;0
19750429;0;0
19750430;0;0
19750501;0;0
19750502;0;0
19750503;9;0
19750504;0;9
19750505;0;6
19750506;0;0
19750507;0;0
19750508;0;0
19750509;0;0
19750510;0;0
19750511;0;0
19750512;0;0
19750513;0;0
19750514;0;0
19750515;0;0
19750516;0;0
19750517;0;0
19750518;0;0
19750519;0;0
19750520;0;0
19750521;0;0
19750522;0;0
19750523;0;0
19750524;0;0
19750525;0;0
19750526;0;0
19750527;0;0
19750528;0;0
19750529;0;0
19750530;-;0
19750531;-;-
19750601;-;-
19750602;-;-
19750603;-;-
19750604;-;-
19750605;-;-
19750606;-;-
19750607;-;-
19750608;-;-
19750609;-;-
19750610;-;-
19750611;-;-
19750612;-;-
19750613;-;-
19750614;-;-
19750615;-;-
19750616;-;-
19750617;-;-
19750618;-;-
19750619;-;-
19750620;-;-
19750621;-;-
19750622;-;-
19750623;-;-
19750624;-;-
19750625;-;-
19750626;-;-
19750627;-;-
19750628;-;-
19750629;-;-
19750630;-;-
19750701;-;-
19750702;-;-
19750703;-;-
19750704;-;-
19750705;-;-
19750706;-;-
19750707;-;-
19750708;-;-
19750709;-;-
19750710;-;-
19750711;-;-
19750712;-;-
19750713;-;-
19750714;-;-
19750715;-;-
19750716;-;-
19750717;-;-
19750718;-;-
19750719;-;-
19750720;-;-
19750721;-;-
19750722;-;-
19750723;-;-
19750724;-;-
19750725;-;-
19750726;-;-
19750727;-;-
19750728;-;-
19750729;-;-
19750730;-;-
19750731;-;-
19750801;-;-
19750802;-;-
19750803;-;-
19750804;-;-
19750805;-;-
19750806;-;-
19750807;-;-
19750808;-;-
19750809;-;-
19750810;-;-
19750811;-;-
19750812;-;-
19750813;-;-
19750814;-;-
19750815;-;-
19750816;-;-
19750817;-;-
19750818;-;-
19750819;-;-
19750820;-;-
19750821;-;-
19750822;-;-
19750823;-;-
19750824;-;-
19750825;-;-
19750826;-;-
19750827;-;-
19750828;-;-
19750829;-;-
19750830;-;-
19750831;-;-
19750901;-;-
19750902;-;-
19750903;-;-
19750904;-;-
19750905;-;-
19750906;-;-
19750907;-;-
19750908;-;-
19750909;-;-
19750910;-;-
19750911;-;-
19750912;-;-
19750913;-;-
19750914;-;-
19750915;-;-
19750916;-;-
19750917;-;-
19750918;-;-
19750919;-;-
19750920;-;-
19750921;-;-
19750922;-;-
19750923;-;-
19750924;-;-
19750925;-;-
19750926;-;-
19750927;-;-
19750928;-;-
19750929;-;-
19750930;0;-
19751001;0;0
19751002;0;0
19751003;0;0
19751004;0;0
19751005;0;0
19751006;0;0
19751007;0;0
19751008;0;0
19751009;0;0
19751010;50;0
19751011;0;50
19751012;40;30
19751013;0;50
19751014;0;20
19751015;0;0
19751016;0;0
19751017;0;0
19751018;0;0
19751019;0;0
19751020;0;0
19751021;0;0
19751022;0;0
19751023;0;0
19751024;0;0
19751025;0;0
19751026;0;0
19751027;0;0
19751028;0;0
19751029;0;0
19751030;0;0
19751031;0;0
19751101;0;0
19751102;0;0
19751103;0;0
19751104;0;0
19751105;0;0
19751106;0;0
19751107;0;0
19751108;0;0
19751109;0;0
19751110;0;0
19751111;0;0
19751112;0;0
19751113;0;0
19751114;0;0
19751115;0;0
19751116;0;0
19751117;14;0
19751118;11;14
19751119;0;21
19751120;0;13
19751121;0;12
19751122;0;10
19751123;0;8
19751124;0;6
19751125;0;4
19751126;0;3
19751127;0;3
19751128;0;2
19751129;0;0
19751130;25;0
19751201;0;25
19751202;0;22
19751203;5;18
19751204;0;17
19751205;0;16
19751206;0;16
19751207;0;14
19751208;0;14
19751209;0;14
19751210;0;14
19751211;0;13
19751212;0;12
19751213;0;12
19751214;0;12
19751215;0;12
19751216;0;12
19751217;5;10
19751218;1;15
19751219;0;15
19751220;0;15
19751221;0;14
19751222;0;14
19751223;0;14
19751224;1;13
19751225;0;13
19751226;0;13
19751227;0;12
19751228;0;11
19751229;0;11
19751230;0;9
19751231;0;9
19760101;0;8
19760102;0;7
19760103;0;4
19760104;0;4
19760105;0;3
19760106;0;3
19760107;0;3
19760108;0;2
19760109;0;0
19760110;0;0
19760111;0;0
19760112;0;0
19760113;0;0
19760114;8;0
19760115;8;8
19760116;14;14
19760117;2;24
19760118;0;21
19760119;1;17
19760120;1;17
19760121;1;16
19760122;1;16
19760123;24;14
19760124;7;38
19760125;2;42
19760126;2;38
19760127;9;38
19760128;1;41
19760129;0;39
19760130;0;35
19760131;0;31
19760201;0;30
19760202;0;30
19760203;0;29
19760204;1;28
19760205;0;28
19760206;0;27
19760207;0;26
19760208;5;25
19760209;0;28
19760210;3;26
19760211;30;27
19760212;5;52
19760213;5;46
19760214;8;40
19760215;0;46
19760216;0;45
19760217;0;45
19760218;0;38
19760219;0;33
19760220;0;30
19760221;0;29
19760222;1;28
19760223;0;27
19760224;0;26
19760225;0;24
19760226;0;22
19760227;0;20
19760228;0;18
19760229;0;16
19760301;0;12
19760302;0;6
19760303;0;0
19760304;0;0
19760305;0;0
19760306;5;0
19760307;15;5
19760308;7;15
19760309;0;17
19760310;0;10
19760311;0;6
19760312;0;2
19760313;0;0
19760314;0;0
19760315;0;0
19760316;4;0
19760317;0;4
19760318;0;0
19760319;0;0
19760320;0;0
19760321;0;0
19760322;15;0
19760323;0;15
19760324;0;7
19760325;0;0
19760326;0;0
19760327;0;0
19760328;0;0
19760329;0;0
19760330;0;0
19760331;0;0
19760401;0;0
19760402;0;0
19760403;0;0
19760404;0;0
19760405;0;0
19760406;0;0
19760407;25;0
19760408;10;25
19760409;0;25
19760410;0;16
19760411;0;12
19760412;0;6
19760413;0;0
